Fecha;C¢digo;C. de Inf.;C de L. C.;C. Cuter;C. Dewey;T°tulo;Autores;Contenido
1971;L2.76;INDESCA;TP156.P6;B495;668.4;TEXBOOK OF POLYMER SCIENCE;BILLMEYER,Jr., FRED W.;POLYMER , CHAINS , CHARACTERIZATION , SCIENCE , MOLECULES , SOLUTIONS , THERMODYNAMICS , GEL PERMEATION CHROMATOGRAPHY , MOLECULAR , ANALYSIS , PROPERTY , LIGHT SCATTERING , VISCOSITY , SIZE , ULTRACENTRIFUGATION , POLYELECTROLYTES , POLYMERS , SPECTROSCO
1986;L4.77;INDESCA;TP1149;W572;668.41;DEVELOPMENTS IN PLASTICS TECHNOLOGY-3;"WHELAN, A.; CRAFT, J. L.";PULTRUSION , DEVOLATILISATION , ETHYLENE VINYL ACETATE , ACETOXY-HYDROXIDE , FILLER , POLYAMIDES , POLYPROPYLENE , STRENGTH , THERMOPLASTICS , COMPUTER-AIDED , ANALYSIS , SOLID PHASE , COMPACTION , POLYMERIC
1985;L4.78;INDESCA;TP1149;W572;668.412;DEVELOPMENTS IN PLASTICS TECHNOLOGY-2;"WHELAN, A.; CRAFT, J. L.";POLYETHYLENE TEREPHTHALATE MANUFACTURE , ANALYSIS , REACTION INJECTION MOULDING , RIM PROCESS , TITANATE , ZIRCONATE , APPLICATIONS , POLYMER COMPOSITES , MIXING , TECHNOLOGY , FILLERS , PLASTICS , POLYPHENYLENE SULPHIDE , GEOMETRIC , THERMOSETS
1981;L4.79;INDESCA;TP1149;G764;668.4;TECHNICIAN'S HANDBOOK OF PLASTICS;GRANDILLI, PETER A.;CHEMISTRY , PROPERTIES , PLASTIC MATERIALS , INJECTION MOLDING , BLOW MOLDING , EXTRUSION , ACRYLIC , CELLULOSIC , THERMOPLASTIC , POLYESTERS , THERMOSETS , COMPRESSION , TRANSFER MOLDING , HAND LAYUP , MISCELLANEOUS , THERMOSET , PROCESSES , PLASTICS , ELECTRONICS , LABS , PHYSICAL , PLASTICS , MECHANICAL , TESTS
1983;L4.80;INDESCA;TP1149;S16;668.4;INTERNATIONAL PLASTICS HANDBOOK;SAECHTLING;PLASTICS TECHNOLOGY , POLYMERS FOR PLASTICS , POLYMER , ELASTICITY , MOLECULAR , TEMPERATURES , PLASTICS PROPERTIES , CLASSIFICATION , DEVELOPMENT , POLYMER SYNTHESES , PROCESSING , FINISHING , POLYMERIZATION , CHARACTERISTIC , ADDITIVES , EXPANDED PLASTI, ELECTRICAL INSULATION FILMS , CASEIN PLASTICS , PHENOL , UREA , FURANE RESINS , PHENOLIC , AMINOPLASTIC , DIALLYL PHTHALATE , SILICONE , LAMINATES , PIPES , CELLULAR , POLYIMIDES , STANDARDIZATION , PERMEATION , STRENGTH , REGISTERS
1987;L4.81;INDESCA;TP1149;C631;668.4;PLASTICS TECHNOLOGY HANDBOOK;"CHANDA, MANAS; ROY, SALIL K.";CHARACTERISTICS OF POLYMERS , FABRICATION PROCESSES , PLASTICS PROPERTIES AND TESTING , INDUSTRIAL POLYMERS , ADDITION POLYMERS , CONDENSATION POLYMERS , SPECIAL POLYMERS
1985;L4.82;INDESCA;TP1149;M337;6.201.923;ENGINEERING THERMOPLASTICS: PROPERTIES AND APPLICATIONS;MARGOLIS, JAMES M.;POLYETHYLENE TEREPHTHALATE , POLYBUTYLENE , POLYCARBONATE , NYLON PLASTICS , POLYPHENYLENE OXIDE , ACETALS , POLYSULFONE , POLYPHENYLENE SULFIDE , POLYETHERSULFONE , POLYACRYLATES , POLYETHERIMIDE , POLYETHERETHERKETONE , POLYIMIDES , ACRYLONITRILE-BUTADIENE-STYRENE , TORLON POLY(AMIDE-IMIDE)
1976;L4.83;INDESCA;TP1149;P277;668.4;PLASTICS TECHNOLOGY: THEORY, DESIGN, AND MANUFACTURE;PATTON, WILLIAM J.;METALS AND PLASTICS , MECHANICAL PROPERTIES OF PLASTICS , THERMAL PROPERTIES OF PLASTICS , THERMOPLASTICS , THERMOSETS AND ELASTOMERS , ADDITIVES, FILLERS, AND REINFORCEMENTS , PLASTIC FOAMS , PVC , DESIGN IN PLASTICS , REINFORCED PLASTICS , PRESS MOLDING OF PLASTICS: COMPRESSION MOLDING , INJECTION MOLDING , EXTRUSION , THERMOFORMING , BLOW MOLDING AND OTHER PROCESSES , MACHINING OF PLASTICS , JOINING METHODS , FINISHING AND DECORATING
1979;L4.84;INDESCA;TP1149;D833;668.4;PLASTICS CHEMISTRY AND TECHNOLOGY;DRIVER, WALTER E.;THERMOPLASTIC POLYMERS , THERMOSET , POLYMER STRUCTURES AND THEIR PROPERTIES , RESINS , SILICONES , FOAMS , ADHESION AND ADHESIVES , FILLERS , ADDITIVES , MATERIALS , PROCESSING AND FABRICATION , PLASTICS , CHEMICAL SAFETY
;L4.85;INDESCA;TP1149;No Tiene;No Tiene;POLYMER TECHNOLOGY;FRIED, JOEL R.;POLYMER TECHNOLOGY , POLYMERS , COMMERCIAL PLASTICS , PROPERTIES , SOLID STATE , MOLECULAR WEIGHT , RELATION TO PROPERTIES , CHEMISTRY , HIGH POLYMERS , COMMODITY THERMOPLASTICS AND FIBERS , ELASTOMERS AND THERMOSETS , ENGINEERING THERMOPLASTICS , SPECIALTY PLASTICS
1969;L4.86;INDESCA;TP1149;P388;547.84;FUNDAMENTALS OF PLASTICS;PENTON;FUNDAMENTALS OF PLASTICS , CARBON ELEMENT , ATOMS , MONOMER , POLYMER , POLYMERIZATION , COPOLYMER , MOLECULAR , ELASTOMER , COHESIVE , FIBER , MOLECULE , BEAVIER , CRYSTALLINITY , ISOTACTIC , SYNDIOTACTIC , ATACTIC , THERMOPLASTIC , MECHANICAL , DIELECTRIC , ELECTRICAL , CHEMICAL , FILLERS , PLASTICIZERS , ELASTOMER , STYRENE , ABS , ACRYLIC , OLEFIN , POLYCARBONATES , NYLON , CELLULOSE , CELLULOSIC , INJECTION , EXTRUSION , CALENDERING
1975;L4.87;INDESCA;TP1149;H231;668.402'02;HANDBOOK OF PLASTICS AND ELASTOMERS;HARPER, CHARLES A.;PLASTICS AND ELASTOMERS , ELECTRICAL , PROPERTIES , MECHANICAL , CHEMICAL , LAMINATES , COMPOSITES , FIBERS , LIQUID , LOW-PRESSURE , RESIN , PLASTIC , ELASTOMERIC , ADHESIVES , COMMERCIAL , STANDARDS , FABRICATION , PLASTIC PARTS
1977;L4.88;INDESCA;TP1149;MI584;668.42;FUNDAMENTALS OF POLYMER PROCESSING;MIDDLEMAN, STANLEY;POLYMER PROCESSING , MECHANICS , KINEMATICS , DIMENSIONAL ANALYSIS , SIMPLE MODEL FLOWS , APPLICATIONS , EXTRUSION , CALENDERING , COATING , FIBER SPINNING , TUBULAR FILM BLOWING , INJECTION MOLDING , MIXING , HEAT AND MASS TRANSFER , ELASTIC PHENOMENA , STABILITY OF FLOWS
1977;L4.89;INDESCA;TP1149;K162;547.84;INTRODUCTION TO POLYMER SCIENCE AND TECHNOLOGY: AN SPE TEXTBOOK;"KAUFMAN, HERMAN S.; FALCETTA, JOSEPH J.";POLYMER SCIENCE , POLYMERIZATION , MODIFICATIONS , SIZE , MOLECULES , POLYMER MORPHOLOGY , TRANSITIONS AND RELAXATIONS , MECHANICAL PROPERTIES , HIGH POLYMERS, RHEOLOGY , EXTRUSION , INJECTION MOLDING , POLYMER FABRICATION PROCESSES
1982;L4.90;INDESCA;TP1149;W572;668.412;DEVELOPMENTS IN PLASTICS TECHNOLOGY-1, EXTRUSION;"WHELAN, A.; DUNNING, D. J.";MEASUREMENT AND CONTROL OF TEMPERATURE , EXTRUSION OF CELLULAR THERMOPLASTICS , BLOWN FILM PRODUCTION , PVC WINDOW MANUFACTURE , BLOW MOULDING PROCESSES , RHEOLOGY AND DIE DESIGN
1979;L4.91;INDESCA;TP1149;T416;668.4'1;PLASTICS PROCESS ENGINEERING;THRONE, JAMES L.;PLASTICS , CHARACTERISTICS OF POLYMER REACTIONS , ADDITION , CONDENSATION , POLYMERIZATION , CONTROL , METHODS OF PHYSICALLY, CHEMICALLY, AND MECHANICALLY CHARACTERIZING POLYMERS , VISCOSITY AND AN INTRODUCTION TO RHEOLOGY , HEAT TRANSFER TO SOLID AND MOLTEN POLYMERS , BATCH PROCESSING , EXTRUSION--A CONTINUOUS PROCESS , PLASTIC , EXTRUDER , INJECTION MOLDING , ROTATIONAL MOLDING , THERMOFORMING , THE TECHNOLOGY OF BLOW MOLDING , THERMODYNAMICS OF POLYMER SYSTEMS , ASSEMBLY TECHNIQUES , PLASTICS ECONOMICS
1960;L4.92;INDESCA;TP1149;F841;668.41;PLASTICS ENGINEERING HANDBOOK, OF THE SOCIETY OF THE PLASTICS INDUSTRY;FRADOS, JOEL;POLYMER CHEMISTRY , ENGINEERING , PLASTICS , INJECTION MOLDING OF THERMOPLASTICS , CONTROLS , MACHINES , MOLDS , EXTRUSION , COMPRESSION , TRANSFER , THERMOSETS , PROCESSING , COLD MOLDING , THERMOFORMING PLASTIC FILM , BLOW MOLDING , ROTATIONAL , CALENDERING , VINYL DISPERSIONS , POWDER COATINGS , CASTING , PLASTICS , CELLULAR PLASTICS , RADIATION PROCESSING , MOLDMAKING AND MATERIALS , MOLDED PRODUCTS , STANDARDS , FINISHING AND MACHINING PLASTICS , DECORATING , JOINING AND ASSEMBLING PLASTICS , INSERTS , COMPOUNDING AND MATERIALS HANDLING , PLASTIC PRODUCTS
1972;L5.93;INDESCA;TP1150.1;R824;668.4'12;INJECTION MOLDING, THEORY AND PRACTICE;RUBIN, IRVIN I.;THE INJECTION MOLDING MACHINE , MOLDS , THEORY AND PRACTICE , MATERIALS AND THEIR PROPERTIES , CORRECTING MOLDING FAULTS , HYDRAULIC MECHANISMS AND CIRCUITS , ELECTRICAL , MOLDED PARTS
1989;L5.94;INDESCA;TP1150.1;M238;668.412;RIM FUNDAMENTALS OF REACTION INJECTION MOLDING;MACOSKO, CHRISTOPHER W.;POLYURETHANES , POLYMERIZATION , COPOLYMERS , KINETICS , RHEOLOGY , PROPERTIES , CROSSLINKING URETHANES , MATERIAL DELIVERY , MIXING , MICROMIXING , MOLD FILLING , LAMINAR , ANALYSIS, ADIABATIC , CURING , NON-URETHANES FOR RIM , POLYAMIDE , DICYCLOPENTADIENE , REINFORCED RIM
1986;L5.95;INDESCA;TP1150.1;M525;668.402;HOW TO MAKE INJECTION MOLDS;MOHREN, MENGES;MATERIALS FOR INJECTION MOLDS , STEELS , CAST , MOLD MAKING TECHNIQUES , CASTING , METAL SPRAYING , HOBBING , OPERATIONS , PROCEDURE , INJECTION MOLD , CYCLE , CLASSIFICATION , FUNCTIONS , CAVITY LAYOUTS , DESIGN OF RUNNER SYSTEMS , CHARACTERIZATION , THE GATE , SPECIAL MOLD CONCEPTS , INSULATED RUNNER MOLDS , HOT-RUNNER MOLDS , VENTING , THE HEAT EXCHANGE SYSTEM , SHRINKAGE , MECHANICAL DESIGN OF INJECTION MOLDS , COMPUTATION , EJECTION OF MOLDINGS , DEMOLDING , ALIGNMENT , MAINTENANCE OF INJECTION MOLDS , MOLD STANDARDS
1980;L5.96;INDESCA;TP1150.1;M525;668.412;MOLDES PARA INYECCION DE PLASTICOS;"MENGES, G.; MOHREN, G.";MATERIALES PARA LA CONSTRUCCION DE MOLDES , ACEROS , MATERIALES DE COLADA , FUNDICION DE ACERO , METALES NO FERRICOS , MATERIALES NO METALICOS-RESINAS COLABLES , OBTENIDOS GALVANICAMENTE , CERAMICOS , ELABORACION DE LOS MATERIALES PARA MOLDES , MOLDE DE INYECCION , FUNCIONES DEL MOLDE , SISTEMAS DE LLENADO , TIPOS DE MAZAROTAS Y CANALES U ORIFICIOS DE ENTRADA , SALIDA DEL AIRE DE LOS MOLDES , ENFRIAMIENTO , CANALES DE ENFRIAMIENTO , DESMOLDEO DE PIEZAS , PLACAS EXPULSORAS , EYECTORES , EYECCION , DESMOLDEO , PIEZAS ROSCADAS , CREMALLERA , ELEMENTOS DE CENTRADO Y DE GUIA DE LOS MOLDES , INYECCION A PRESION CON ESTAMPADO , NORMALIZACION , MEDIDAS , DEFECTOS DE ELABORACION
1978;L5.97;INDESCA;TP1150.1;W572;668.412;DEVELOPMENTS IN INJECTION MOULDING-1;"WHELAN, A.; CRAFT, J. L.";DIGITAL HYDRAULICS , CLAMPING SYSTEMS , MOULD DESIGN AND MANUFACTURE , SCREW AND BARREL ASSEMBLY DEVELOPMENT , MATERIALS MODIFICATION IN INJECTION MOULDING , ECONOMIC MATERIAL USE IN INJECTION MOULDING , TRAINING AND EDUCATION , TEMPERATURE CONTROL , SOLID STATE SYSTEMS , PROCESS CONTROL
1983;L5.98;INDESCA;TP1150.1;G215;668.402;GASTROW INJECTION MOLDS 102 PROVEN DESIGNS;"GASTROW; STOECKHERT, K.";CLASSIFICATION , INJECTION MOLDS , METHODICAL MOLD, CALCULATION , EFFECT , TEMPERATURE CONTROL , INJECTION MOLDING , PROTECTION , RUNNER SYSTEMS AND GATING , EJECTION SYSTEMS , AIR EJECTION , TYPES OF UNDERCUTS , MOLDINGS  , DEMOLDING METHODS , MECHANICAL , HYDRAULIC , MOLDS FOR THERMOSETS AND ELASTOMERS , SPECIAL DESIGNS
1986;L5.99;INDESCA;TP1150.1;R714;668.412;INJECTION MOLDING HANDBOOK, THE COMPLETE MOLDING OPERATION TECHNOLOGY, PERFORMANCE, ECONOMICS;"ROSATO, DOMINICK V.; ROSATO, DONALD V.";OVERVIEW , THE COMPLETE INJECTION MOLDING OPERATION , MACHINE OPERATION , THE INJECTION MOLDING MACHINE , THE RECIPROCATING SCREW PROCESS , THE INJECTION MOLDING MACHINE OPERATION , MACHINE SAFETY , PRODUCT AND MOLD DESIGN , DESIGNING PRODUCTS WITH PLASTI,QUALITY CONTROL , DIFFERENT MOLDING TECHNIQUES , SPECIALIZED INJECTION MOLDING MACHINES , COMPETITIVE PROCESSES , FINANCIAL MANAGEMENT , SUMMARY--MOLD WITH PROFIT
1987;L5.100;INDESCA;TP1150.1;M319;668.412;APPLICATIONS OF COMPUTER AIDED ENGINEERING IN INJECTION MOLDING;MANZIONE, LOUIS T.;"COMPUTER AIDED ENGINEERING IN INJECTION MOLDING , COMMERCIAL , IMPLEMENTING , HARDWARE , TMCONCEPT EXPERT SYSTEM FOR MOLDING , INJECTION MOLDING EXPERT SYSTEM-IMES , DATABASE TECHNOLOGIES , FLOW , STRESS , INTEGRATION , MOULD DESIGN WITH ""CADMOULD"" , RHEOLOGICAL LAYOUT , THERMAL , GRAFTEK INTEGRATED CAD/CAM/CAE SYSTEM , FLOW A CAE PACKAGE WITH HIGH-LEVEL INTERACTIVE GRAPHICS , THE McGILL UNIVERSITY MODEL (McKAM-II): A COMPREHENSIVE, INTEGRATED COMPUTER SIMULATION OF THE INJECTION MOLDING PROCESS , POLYCOOL 2 A THREE-DIMENSIONAL TRANSIENT  MOLD-COOLING SIMULATOR"
1981;L5.101;INDESCA;TP1150.1;W572;668.412;DEVELOPMENTS IN INJECTION MOULDING-2, IMPROVING EFFICIENCY;"WHELAN, A.; CRAFT, J. L.";ENERGY USE IN INJECTION MOULDING , THE INJECTION MOULDING UNIT , INJECTION UNIT CONTROL , DESIGNING FOR PRODUCTION , EFFICIENT MOULD COOLING , MACHINE CONTROL USING MICROPROCESSORS , THE CASE FOR THE SIMPLE MACHINE , MACHINE DESIGN FOR SPECIFIC PURPOSES , PLANT LAYOUT AND MATERIALS HANDLING
1985;L5.102;INDESCA;TP1150.1;W572;668.412;DEVELOPMENTS IN INJECTION MOULDING-3;"WHELAN, A.; GOFF, J. P.";INJECTION MOULDING DERIVATIVES , MOULD MANUFACTURE , COMPUTER-AIDED PART AND MOULD DESIGN , SPRUELESS AND RUNNERLESS MOULDING , MOULD COOLING CIRCUITS BY COMPUTER , THE INJECTION MOULDING OF REINFORCED THERMOPLASTICS , THE RHEOLOGY AND INJECTION MOULDING OF REINFORCED AND LIQUID CRYSTALLINE POLYMERS
1983;L5.103;INDESCA;TP1150.1;B547;668.412;CAE COMPUTER AIDED ENGINEERING FOR INJECTION MOLDING;BERNHARDT, ERNEST C.;ANALYSIS OF THE PLASTICS INDUSTRY , STATE OF THE TECHNOLOGY , COMPUTER AIDED ENGINEERING , CAD/CAM TECHNOLOGY , THE INJECTION MOLDING PROCESS , PROCESS CONTROL , APPLICATIONS , PART DESIGN , MOLD DESIGN AND MANUFACTURE , MOLDING AND COST OPTIMIZATION , FILLING OF MOLD CAVITIES , MOLD COOLING , DATA ACQUISITION AND PROCESS CONTROLS , DATA BASES
1988;L6.104;INDESCA;TA347.F1;SCH96;515.62;FINITE ELEMENT METHODS;"SCHWARZ, H. R.; WHITEMAN, J. R.";MATHEMATICAL FOUNDATIONS , ELEMENTS AND ELEMENT MATRICES , THE GLOBAL PROBLEM , SYSTEMS OF LINEAR EQUATIONS , EIGENVALUE PROBLEMS , APPLICATIONS WITH RESULTS
1989;L6.105;INDESCA;TA347.F1;G959;515.62;FINITE ELEMENT METHODS FOR VISCOUS INCOMPRESSIBLE FLOWS: A GUIDE TO THEORY, PRACTICE, AND ALGORITHMS;GUNZBURGER, MAX D.;DISCRETIZATIONS OF THE PRIMITIVE VARIABLE FORMULATION , THE FINITE ELEMENT PROBLEM AND THE DIV-STABILITY CONDITION , FINITE ELEMENT SPACES , ALTERNATE WEAK FORMS, BOUNDARY CONDITIONS, AND NUMERICAL INTEGRATION , PENALTY METHODS , SOLUTION OF THE DISCRETE 
1979;L6.106;INDESCA;TA347.F1;No Tiene;No Tiene;FINITE ELEMENT METHODS FOR CONVECTION DOMINATED FLOWS;HUGHES, T. J. R.;FINITE DIFFERENCES OF OPINION ON NUMERICAL MUDDLING OF THE INCOMPREHENSIBLE DEFECTIVE CONFUSION EQUATION , A MULTIDIMENSIONAL UPWIND SCHEME WITH NO CROSSWIND DIFFUSION , OSCILATIONS AND STABILITY IN CONVECTION-DIFFUSION COMPUTATIONS , APPLICATION OF FINITE ELEMENT METHOD FOR SOLUTION OF NAVIER-STOKES EQUATIONS , BOUNDARY CONDITIONS FOR FLOW COMPUTATION WITH NONORTHOGONAL CURVILINEAR COORDINATES , GENERATING UPWIND FINITE ELEMENT METHODS , UPWINDING TECHNIQUES IN THE NUMERICAL , SIGNIFICANCE OF CONVECTIVE TERM IN TRANSPORT EQUATIONS , PERTURBATION TECHNIQUE FOR CONVECTION-DIFFUSION , POROUS MEDIA , CONFINED TURBULENT FLOW UTILIZING
1986;L6.107;INDESCA;TA347.F1;C188;62.000.151.353;FINITE ELEMENTS: FLUID MECHANICS;"CAREY, GRAHAM F.; ODEN, J. TINSLEY";POTENTIAL FLOW , BOUNDARY CONDITIONS , FLOW WITH CIRCULATION , FAR-FIELD APPROXIMATION: INFINITE DOMAINS , FINITE ELEMENTS IN THE FAR FIELD , FLOW AT A CORNER , COMPRESSIBLE FLOW , SEMI-ANALYTICAL AND OTHER APPROACHES , ANALYSIS AND ESTIMATES , VISCOUS FLOWS: VELOCITY-PRESSURE FORM , VISCOUS FLOWS: STREAM FUNCTION-VORTICITY , TRANSPORT
1985;L6.108;INDESCA;TA347.F1;W585;620.001.515.335;AN INTRODUCTION TO THE FINITE ELEMENT METHOD WITH APPLICATIONS TO NONLINEAR PROBLEMS;WHITE, R. E.;THE ENERGY AND WEAK FORMULATIONS , THE FINITE ELEMENT METHOD FOR TWO-SPACE-VARIABLE PROBLEMS , ASSEMBLY BY NODES AND A REDUCED SYSTEM MATRIX , SHAPE FUNCTIONS , ERROR ESTIMATES AND EXISTENCE , TIME-DEPENDENT PROBLEMS , NUMERICAL SOLUTION OF NONLINEAR ALGEBRAIC SYSTEMS , APPLICATIONS TO NONLINEAR PARTIAL DIFFERENTIAL EQUATIONS , VARIATIONAL INEQUALITIES , APPENDIXES: SOME NONLINEAR PROBLEMS AND THEIR COMPUTER PROGRAMS
1987;L6.109;INDESCA;TA347.F1;B934;620.001.515.353;FINITE ELEMENT ANALYSIS, FROM CONCEPTS TO APPLICATIONS;BURNETT, DAVID S.;WHAT IS THE FINITE ELEMENT METHOD? , OUTLINE OF PROBLEMS TREATED IN THIS BOOK , FOUNDATIONS I: TRIAL-SOLUTION METHODS , FOUNDATIONS II: A GENERAL 12-STEP TRIAL-SOLUTION PROCEDURE , THE ELEMENT CONCEPT , ONE-DIMENSIONAL PROBLEMS: THEORY, PROGRAMMING AND APPLICATIONS , PHYSICAL APPLICATIONS FOR 1-D BOUNDARY-VALUE PROBLEMS , 1-D BOUNDARY-VALUE PROBLEMS: LINEAR ELEMENTS , 1-D BOUNDARY-VALUE PROBLEMS: HIGHER-ORDER ELEMENTS , RELATIVE PERFORMANCE OF THE DIFFERENT ELEMENTS , 1-D EIGENPROBLEMS , 1-D INITIAL-BOUNDARY-VALUE PROBLEMS: DIFFUSION , 1-D INITIAL-BOUNDARY-VALUE PROBLEMS: DYNAMICS , TWO-DIMENSIONAL PROBLEMS: THEORY, PROGRAMMING, AND APPLICATIONS , 2-D EIGENPROBLEMS , 2-D INITIAL-BOUNDARY-VALUE PROBLEMS , ELASTICITY
1982;L6.110;INDESCA;TA347.F1;G135;515.62;FINITE ELEMENTS IN FLUIDS;"GALLAGHER, R. H.; NORRIE, D. H.; ODEN, J. T.; ZIENKIEWICZ, O. C.";MIXED FINITE ELEMENT SOLUTION OF FLUID FLOW PROBLEMS , CONSERVATION LAWS FOR PRIMITIVE VARIABLE FORMULATIONS OF THE INCOMPRESSIBLE FLOW EQUATIONS USING THE GALERKIN FINITE ELEMENT METHOD , A THEORETICAL FRAMEWORK FOR PETROV-GALERKIN METHODS WITH DISCONTIN FINITE ELEMENT ANALYSIS OF VOLUMETRICALLY HEATED FLUIDS IN AN AXISYMMETRIC ENCLOSURE , NUMERICAL SOLUTION OF FLOW AND HEAT TRANSFER IN POLYMER MELTS , PENALTY FINITE ELEMENT ANALYSIS OF NATURAL CONVECTION AT HIGH RAYLEIGH NUMBERS , RIP METHODS FOR STOKESI, ELEMENT ANALYSIS OF QUASI-THREE-DIMENSIONAL FLOW IN TURBOMACHINES , A FINITE ELEMENT ANALYSIS OF PLASMAS PINCHED IN THREE DIMENSIONS , THE FLOW OF A MAXWELL FLUID AROUND A SPHERE , A FINITE ELEMENT SOLUTION FOR LAMINAR FLOW BETWEEN COAXIAL DISKS , ACOUSTIC TRANSMISSION IN LINED FLOW DUCTS
1989;L6.112;INDESCA;TA347.F1;R18;515.62;THE FINITE ELEMENT METHOD IN ENGINEERING;RAO, S. S.;INTRODUCTION TO FINITE ELEMENT METHOD , ENGINEERING APPLICATIONS OF THE FINITE ELEMENT METHOD , FINITE ELEMENT PROGRAM PACKAGES , SOLUTION OF FINITE ELEMENT EQUATIONS , GENERAL PROCEDURE OF FINITE ELEMENT METHOD , HIGHER ORDER AND ISOPARAMETRIC ELEMENT FORMULATIONS , SOLID AND STRUCTURAL MECHANICS , STATIC ANALYSIS , DYNAMIC ANALYSIS , HEAT TRANSFER , FLUID MECHANICS , ADDITIONAL APPLICATIONS AND GENERALIZATION OF THE FINITE ELEMENT METHOD
1986;L6.113;INDESCA;TA347.F1;IR6;515.62;TECHNIQUES OF FINITE ELEMENTS;"IRONS, BRUCE; AHMAD, SOHRAB";OVERVIEW , BASIC TECHNIQUES , SHAPE FUNCTIONS , VARIOUS ELASTIC PROBLEMS , NODAL LOADS FROM SHAPE FUNCTION ROUTINES , ORGANIZATION , PROBLEMS OF MANAGEMENT , MATRIX-STRUCTURAL THEORY , THE MATCHED SOLUTION , CONVERGENCE--THE PATCH TEST , DEVELOPING AND IMPLEMENTING ELEMENTS , SOLUTION TECHNIQUES , HOW NODES HANG TOGETHER: FRONT OR BAND? , ELEMENT ASSEMBLY AND EQUATION SOLVING , A FRONTAL SOLUTION PACKAGE , ROUNDOFF ERRORS , TRENDS IN ELEMENT FORMULATION , FURTHER MATRIX--STRUCTURAL THEORY , PLATE BENDING , SHELLS , THE SEMILOOF BEAM AND SHELL , TRENDS IN SOLUTION TECHNIQUES , SYMMETRY , SECTORIAL SYMMETRY , NONLINEARITY , EIGENVALUES AND NUMERICAL STABILITY , EIGENVALUES AND STRUCTURAL PROBLEMS , SPECULATIONS , NON-STRUCTURAL PROBLEMS , IMPLICATIONS OF THE PATCH TEST , THEORETICAL DETAILS , INTERPOLATION AND NUMERICAL INTEGRATION , MATRICES , VECTORS AND DIFFERENTIAL GEOMETRY , STRESS AND STRAIN
1987;L7.114;INDESCA;TA340;C16;519.5;PROBABILIDAD Y ESTADISTICA, APLICACIONES Y METODOS;CANAVOS, GEORGE C.;INTRODUCCION Y ESTADISTICA DESCRIPTIVA , CONCEPTOS EN PROBABILIDAD , VARIABLES ALEATORIAS Y DISTRIBUCIONES DE PROBABILIDAD , ALGUNAS DISTRIBUCIONES DISCRETAS DE PROBABILIDAD , ALGUNAS DISTRIBUCIONES CONTINUAS DE PROBABILIDAD , DISTRIBUCIONES CONJUNTAS DE PROBABILIDAD , MUESTRAS ALEATORIAS Y DISTRIBUCIONES DE MUESTREO , ESTIMACION PUNTUAL Y POR INTERVALO , PRUEBA DE HIPOTESIS ESTADISTICAS , PRUEBAS DE BONDAD DE AJUSTE Y ANALISIS DE TABLAS DE CONTINGENCIA , METODOS PARA EL CONTROL DE CALIDAD Y MUESTREO PARA ACEPTACION , DISE•O Y ANALISIS DE EXPERIMENTOS ESTADISTICOS , ANALISIS DE REGRESION: EL MODELO LINEAL SIMPLE , ANALISIS DE REGRESION: EL MODELO LINEAL GENERAL , METODOS NO PARAMETRICOS
1986;L7.115;INDESCA;TA340;W165;519.8;PROBABILIDAD Y ESTADISTICA PARA INGENIEROS;"WALPOLE, RONALD E.; MYERS, RAYMOND H.";PROBABILIDAD , VARIABLES ALEATORIAS , ESPERANZA MATEMATICA , ALGUNAS DISTRIBUCIONES DE PROBABILIDAD DISCRETAS , ALGUNAS DISTRIBUCIONES DE PROBABILIDAD CONTINUA , FUNCIONES DE VARIABLES ALEATORIAS , TEORIA DE LA ESTIMACION , PRUEBAS DE HIPOTESIS , REGRESION LINEAL Y CORRELACION , REGRESION LINEAL MULTIPLE , ANALISIS DE VARIANCIA , EXPERIMENTOS FACTORIALES , EXPERIMENTOS FACTORIALES 2k , ESTADISTICA NO PARAMETRICA
1970;L7.116;INDESCA;TA340;AZ65;519.5;CURSO DE MUESTREO Y APLICACIONES;AZORIN POCH, FRANCISCO;CONSIDERACIONES GENERALES , DESARROLLO Y METODOS DEL MUESTREO PROBABILISTICO , FASES DE UNA SOBREVISION POR MUESTREO , CONCEPTOS BASICOS DEL MUESTREO PROBABILISTICO , ESTIMACION PUNTUAL Y POR INTERVALOS EN EL MUESTREO PROBABILISTICO , TABLAS DE NUMEROS AL
1988;L7.117;INDESCA;TA340;No Tiene;No Tiene;CICLO DE CONFERENCIAS: CONTROL ESTADISTICO DE PROCESOS, CONTROL ESTADISTICO DE CALIDAD, DISE•O DE EXPERIMENTOS;REYES POLANCO, ANDRES;CONTROL ESTADISTICO DE PROCESOS , CONTROL ESTADISTICO DE CALIDAD , DISE•O DE EXPERIMENTOS
1983;L7.118;INDESCA;TA340;D713;16424;G. P. S. S.: INTRODUCCION, MANUAL, EJEMPLOS;DOMINGO, CARLOS;INTRODUCCION AL GPSS , MANUAL DE GPSS , EJEMPLOS DE PROGRAMAS EN GPSS
